"","RETAILER","VOLUME","DISP","PRICE"
"1510","DENVER - KING SOOPERS INC",11159,0.129,2.65194
"1511","PHILADELPHIA - ACME MARKET",3168,0,3.679924
"1512","ATLANTA - KROGER CO",3894,0,3.378017
"1513","ATLANTA - WINN DIXIE",2570,0,2.694553
"1514","CINCINNATI - KROGER CO",4913,0.307,2.653165
"1515","INDIANAPOLIS - KROGER CO",2998,0.191,2.653769
"1516","OKLAHOMA CITY - HOMELAND",1454,0,3.227648
"1517","SACRAMENTO - RALEYS",3599,0.395,2.653237
"1518","SAN DIEGO - LUCKY",4634,0.2005,3.036685
"1519","SAN DIEGO - RALPHS",2626,0.456,3.053694
"1520","SALT LAKE CITY - SMITHS FOOD",1269,0.177,2.989756
"1521","PHOENIX - SAFEWAY",1216,0.174,3.585526
"1522","PHOENIX - FRY'S FOOD STORE",1488,0,3.563172
"1523","PHOENIX - SMITHS FOOD",1139,0.329,3.319579
"1524","MIAMI - PUBLIX",8435,0.017988759,3.058091
"1525","MIAMI - WINN DIXIE",8436,0,2.526197
"1526","NASHVILLE - KROGER CO",2447,0.205,2.827953
"1527","RALEIGH/GREENSBORO - WINN DIXIE",2463,0.023618354,2.496143
"1528","RALEIGH/GREENSBORO - FOOD LION",4900,0.06373117,2.561633
"1529","ALBANY,NY - PRICE CHOPPER",1612,0.122,2.386476
"1530","BALTI/WASH - GIANT FOOD INC",4359,0,3.781142
"1531","BALTI/WASH - SAFEWAY",3226,0,4.119343
"1532","BALTI/WASH - SUPER FRESH",1068,0,3.901685
"1533","MILWAUKEE - KOHLS FOOD STORE",1460,0,3.036301
"1534","NEW ORLEANS - WINN DIXIE",4333,0.063547421,2.642049
"1535","BUFFALO/ROCHESTER - TOPS MARKETS",2285,0,3.232823
"1536","BUFFALO/ROCHESTER - WEGMANS",2070,0.037333333,3.379227
"1537","CHARLOTTE - BI LO",1897,0.285,2.386927
"1538","CHARLOTTE - HARRIS TEETER",1865,0,2.457909
"1539","CHARLOTTE - WINN DIXIE",2755,0.115345972,2.333938
"1540","CHARLOTTE - FOOD LION",4176,0.018285578,2.505508
"1541","HARTFORD - STOP & SHOP",6018,0,2.386673
"1542","JACKSONVILLE,FL - PUBLIX",1612,0,2.675558
"1543","JACKSONVILLE,FL - WINN DIXIE",3745,0,2.435514
"1544","JACKSONVILLE,FL - FOOD LION",1481,0.206913462,2.373396
"1545","LOUISVILLE - KROGER CO",2538,0.068944139,2.688731
"1546","LOUISVILLE - WINN DIXIE",2505,0.262,2.481437
"1547","RICHMOND/NORFOLK - FOOD LION",4958,0.091216115,2.5
"1548","RICHMOND/NORFOLK - NEW FARM FRESH",2214,0,2.663957
"1549","COLUMBUS,OH - BIG BEAR",1495,0,3.113043
"1550","COLUMBUS,OH - KROGER CO",3731,0.14,2.919861
"1551","LITTLE ROCK - HARVEST FOODS",2064,0.190451174,2.768411
"1552","WICHITA - DILLON COMPANIES",1128,0.107,3.41844
"1553","SOUTH CAROLINA - BI LO",9310,0.496,2.386681
"1554","SOUTH CAROLINA - FOOD LION",3177,0,2.536355
"1555","SOUTH CAROLINA - WINN DIXIE",2545,0,2.387033
"1556","ORLANDO,FL - PUBLIX",4526,0.007202511,2.576226
"1557","ORLANDO,FL - WINN DIXIE",4223,0.048446254,2.63983
"1558","ORLANDO,FL - FOOD LION",1029,0.046980291,2.648202
"1559","SYRACUSE - P & C FOOD MARKE",434,0,3.297235
"1560","SYRACUSE - PRICE CHOPPER",1477,0.439,2.352742
"1561","SYRACUSE - WEGMANS",524,0.133333333,3.486641
"1562","NEW ENGLAND (NORTH) - SHOP N SAVE",7811,0.401,1.993727
"1563","SAN ANT/CORPUS CHR - H E BUTT",12423,0.113,3.053449
"1564","BIRMINGHAM/MONTGOM - BRUNOS",10238,0.180052593,2.319594
"1565","BIRMINGHAM/MONTGOM - KROGER",1486,0.095,2.607672
"1566","BIRMINGHAM/MONTGOM - WINN DIXIE",4526,0,2.362572
"1567","HARRISBURG/SCRANTN - GIANT FOOD STO",1357,0.077,2.519528
"1568","NEW YORK (NEW) - A & P",2542,0,4.402439
"1569","NEW YORK (NEW) - PATHMARK",3442,0,4.386694
"1570","NEW YORK (NEW) - WALDBAUMS",9049,0,2.653221
"1571","ROANOKE (NEW) - FOOD LION",2817,0,2.626908
"1572","ROANOKE (NEW) - KROGER CO",4320,0.020962177,2.472917
"1573","LOS ANGELES - LUCKY",9716,0.042,3.295904
"1574","LOS ANGELES - RALPHS",6277,0.331,3.053529
"1575","LOS ANGELES - VONS",34923,0.3605,2.408785
"1576","CHICAGO - DOMINICK",5715,0,3.246894
"1577","CHICAGO - JEWEL",12674,0,3.274341
"1578","CHICAGO - OMNI",2942,0,2.717879
"1579","HOUSTON - KROGER CO",8185,0,2.70617
"1580","HOUSTON - RANDALLS",3052,0,3.667431
"1581","PITTSBURGH - GIANT EAGLE",2431,0,2.314274
"1582","DETROIT - FARMER JACKS",2623,0.0905,3.39573
"1583","DETROIT - KROGER CO",4439,0,2.738905
"1584","CLEVELAND - STOP N SHOP",2683,0.025831435,3.035781
"1585","ST. LOUIS - NATIONAL SUPER",2158,0,3.639944
"1586","ST. LOUIS - SCHNUCK MARKETS",5367,0.147,3.319918
"1587","DALLAS/FT. WORTH - ALBERTSONS",2886,0,3.31982
"1588","DALLAS/FT. WORTH - KROGER CO",1846,0,3.608342
"1589","DALLAS/FT. WORTH - TOM THUMB",2548,0.0835,3.320644
"1590","DALLAS/FT. WORTH - WINN DIXIE",2118,0.316,2.50661
"1591","BOSTON - SHAWS",2615,0,2.4413
"1592","BOSTON - STAR MARKET",496,0,3.127016
"1593","BOSTON - STOP & SHOP",2521,0,2.541452
"1594","SAN FRANCISCO - LUCKY",6887,0.094922481,3.648468
"1595","TAMPA/ST. PETE - KASH N KARRY",4098,0,2.663006
"1596","TAMPA/ST. PETE - PUBLIX",3830,0.013951648,3.042559
"1597","TAMPA/ST. PETE - WINN DIXIE",3636,0,2.721122
"1598","DENVER - KING SOOPERS INC",9507,0.1165,2.770064
"1599","PHILADELPHIA - ACME MARKET",9148,0.2735,2.653258
"1600","ATLANTA - KROGER CO",3641,0,3.385883
"1601","ATLANTA - WINN DIXIE",2452,0,2.71044
"1602","CINCINNATI - KROGER CO",6429,0.326,2.653445
"1603","INDIANAPOLIS - KROGER CO",3237,0.191,2.653074
"1604","OKLAHOMA CITY - HOMELAND",2470,0.080656878,3.305263
"1605","SACRAMENTO - RALEYS",1547,0.2645,3.721396
"1606","SAN DIEGO - LUCKY",4174,0.201,3.340201
"1607","SAN DIEGO - RALPHS",2190,0.313,3.052968
"1608","SALT LAKE CITY - SMITHS FOOD",1340,0.177,2.729104
"1609","PHOENIX - SAFEWAY",899,0.174,3.588432
"1610","PHOENIX - FRY'S FOOD STORE",1230,0,3.586179
"1611","PHOENIX - SMITHS FOOD",1067,0.186,2.826617
"1612","MIAMI - PUBLIX",7923,0.013149944,3.037612
"1613","MIAMI - WINN DIXIE",7162,0,2.498743
"1614","NASHVILLE - KROGER CO",3092,0.144,2.653622
"1615","RALEIGH/GREENSBORO - WINN DIXIE",2509,0.006772768,2.419291
"1616","RALEIGH/GREENSBORO - FOOD LION",4560,0.034103343,2.702851
"1617","ALBANY,NY - PRICE CHOPPER",557,0.024,3.016158
"1618","BALTI/WASH - GIANT FOOD INC",8447,0,3.053392
"1619","BALTI/WASH - SAFEWAY",2903,0.065,4.118843
"1620","BALTI/WASH - SUPER FRESH",890,0,3.775281
"1621","MILWAUKEE - KOHLS FOOD STORE",1577,0,2.913126
"1622","NEW ORLEANS - WINN DIXIE",4167,0.017821678,2.646748
"1623","BUFFALO/ROCHESTER - TOPS MARKETS",1981,0,3.234225
"1624","BUFFALO/ROCHESTER - WEGMANS",2005,0,3.38005
"1625","CHARLOTTE - BI LO",1514,0.134,2.387054
"1626","CHARLOTTE - HARRIS TEETER",1757,0,2.47012
"1627","CHARLOTTE - WINN DIXIE",2674,0.2895,2.333583
"1628","CHARLOTTE - FOOD LION",3940,0,2.674365
"1629","HARTFORD - STOP & SHOP",1474,0,3.350068
"1630","JACKSONVILLE,FL - PUBLIX",1320,0,2.856061
"1631","JACKSONVILLE,FL - WINN DIXIE",3161,0,2.442898
"1632","JACKSONVILLE,FL - FOOD LION",1484,0.13157074,2.409704
"1633","LOUISVILLE - KROGER CO",2666,0.062148876,2.705926
"1634","LOUISVILLE - WINN DIXIE",1937,0.214,2.600413
"1635","RICHMOND/NORFOLK - FOOD LION",4308,0.028328519,2.499536
"1636","RICHMOND/NORFOLK - NEW FARM FRESH",2174,0,2.644894
"1637","COLUMBUS,OH - BIG BEAR",1351,0,3.176906
"1638","COLUMBUS,OH - KROGER CO",2504,0.141,2.786741
"1639","LITTLE ROCK - HARVEST FOODS",2033,0.150123094,2.79636
"1640","WICHITA - DILLON COMPANIES",1011,0.107,3.383778
"1641","SOUTH CAROLINA - BI LO",7585,0.404,2.386552
"1642","SOUTH CAROLINA - FOOD LION",3418,0,2.465769
"1643","SOUTH CAROLINA - WINN DIXIE",2918,0,2.386223
"1644","ORLANDO,FL - PUBLIX",4196,0,2.590801
"1645","ORLANDO,FL - WINN DIXIE",3789,0.119284695,2.634204
"1646","ORLANDO,FL - FOOD LION",1001,0.035838251,2.618382
"1647","SYRACUSE - P & C FOOD MARKE",433,0,3.30485
"1648","SYRACUSE - PRICE CHOPPER",533,0.2355,2.742964
"1649","SYRACUSE - WEGMANS",671,0.149,3.490313
"1650","NEW ENGLAND (NORTH) - SHOP N SAVE",6686,0.401,2.081065
"1651","SAN ANT/CORPUS CHR - H E BUTT",11159,0.116,3.144905
"1652","BIRMINGHAM/MONTGOM - BRUNOS",9375,0.209781609,2.362347
"1653","BIRMINGHAM/MONTGOM - KROGER",1400,0.095,2.723571
"1654","BIRMINGHAM/MONTGOM - WINN DIXIE",3908,0,2.35696
"1655","HARRISBURG/SCRANTN - GIANT FOOD STO",1441,0.0775,2.566967
"1656","NEW YORK (NEW) - A & P",2460,0,4.404065
"1657","NEW YORK (NEW) - PATHMARK",3358,0,4.386837
"1658","NEW YORK (NEW) - WALDBAUMS",1682,0,4.414982
"1659","ROANOKE (NEW) - FOOD LION",2850,0,2.998596
"1660","ROANOKE (NEW) - KROGER CO",4551,0.021521777,2.525159
"1661","LOS ANGELES - LUCKY",8974,0.085,3.280143
"1662","LOS ANGELES - RALPHS",5061,0.144,3.053349
"1663","LOS ANGELES - VONS",22615,0.242048404,2.449923
"1664","CHICAGO - DOMINICK",61714,0.785,1.319992
"1665","CHICAGO - JEWEL",12799,0,3.277131
"1666","CHICAGO - OMNI",3133,0,2.706033
"1667","HOUSTON - KROGER CO",7434,0,2.743207
"1668","HOUSTON - RANDALLS",3155,0,3.681775
"1669","PITTSBURGH - GIANT EAGLE",2957,0,2.316199
"1670","DETROIT - FARMER JACKS",2820,0.006702952,3.376241
"1671","DETROIT - KROGER CO",4411,0,2.75017
"1672","CLEVELAND - STOP N SHOP",2855,0.011986914,3.028722
"1673","ST. LOUIS - NATIONAL SUPER",1863,0,3.736447
"1674","ST. LOUIS - SCHNUCK MARKETS",4330,0.08,3.319861
"1675","DALLAS/FT. WORTH - ALBERTSONS",2826,0,3.341118
"1676","DALLAS/FT. WORTH - KROGER CO",1851,0,3.598055
"1677","DALLAS/FT. WORTH - TOM THUMB",2653,0.0835,3.319638
"1678","DALLAS/FT. WORTH - WINN DIXIE",1399,0.317,2.507505
"1679","BOSTON - SHAWS",3628,0.016598782,2.466648
"1680","BOSTON - STAR MARKET",617,0,3.12966
"1681","BOSTON - STOP & SHOP",1998,0,2.581582
"1682","SAN FRANCISCO - LUCKY",6686,0.038145094,3.70685
"1683","TAMPA/ST. PETE - KASH N KARRY",3558,0,2.67032
"1684","TAMPA/ST. PETE - PUBLIX",3742,0.005856816,3.042491
"1685","TAMPA/ST. PETE - WINN DIXIE",4607,0,2.792273
"1686","DENVER - KING SOOPERS INC",5763,0.0215,3.205969
"1687","PHILADELPHIA - ACME MARKET",3235,0.1765,3.684389
"1688","ATLANTA - KROGER CO",3237,0,3.405931
"1689","ATLANTA - WINN DIXIE",2748,0,2.567322
"1690","CINCINNATI - KROGER CO",6609,0.219,2.6532
"1691","INDIANAPOLIS - KROGER CO",3264,0.191,2.653493
"1692","OKLAHOMA CITY - HOMELAND",2311,0.086804549,3.327131
"1693","SACRAMENTO - RALEYS",1693,0.172,3.720024
"1694","SAN DIEGO - LUCKY",3418,0.166,3.344939
"1695","SAN DIEGO - RALPHS",1737,0.152,3.052965
"1696","SALT LAKE CITY - SMITHS FOOD",2737,0.484,2.520278
"1697","PHOENIX - SAFEWAY",1067,0.174,3.585754
"1698","PHOENIX - FRY'S FOOD STORE",2416,0,3.453228
"1699","PHOENIX - SMITHS FOOD",1640,0.185,3.318902
"1700","MIAMI - PUBLIX",7878,0.010610616,3.088855
"1701","MIAMI - WINN DIXIE",7157,0,2.546737
"1702","NASHVILLE - KROGER CO",4485,0.19,2.046154
"1703","RALEIGH/GREENSBORO - WINN DIXIE",2205,0.019859261,2.609524
"1704","RALEIGH/GREENSBORO - FOOD LION",4391,0.100085543,2.902528
"1705","ALBANY,NY - PRICE CHOPPER",596,0.0235,3.018456
"1706","BALTI/WASH - GIANT FOOD INC",4159,0,3.781919
"1707","BALTI/WASH - SAFEWAY",2781,0.063264887,4.12082
"1708","BALTI/WASH - SUPER FRESH",863,0,3.804171
"1709","MILWAUKEE - KOHLS FOOD STORE",1650,0,2.929091
"1710","NEW ORLEANS - WINN DIXIE",3436,0.062102052,2.711292
"1711","BUFFALO/ROCHESTER - TOPS MARKETS",2634,0.079333333,3.230828
"1712","BUFFALO/ROCHESTER - WEGMANS",2512,0,3.359076
"1713","CHARLOTTE - BI LO",1741,0.134,2.387134
"1714","CHARLOTTE - HARRIS TEETER",1705,0,2.481525
"1715","CHARLOTTE - WINN DIXIE",2664,0.216143012,2.592718
"1716","CHARLOTTE - FOOD LION",4084,0.025307303,2.872919
"1717","HARTFORD - STOP & SHOP",1391,0,3.329978
"1718","JACKSONVILLE,FL - PUBLIX",1355,0,2.868635
"1719","JACKSONVILLE,FL - WINN DIXIE",3302,0,2.441853
"1720","JACKSONVILLE,FL - FOOD LION",1474,0.194023282,2.401628
"1721","LOUISVILLE - KROGER CO",2556,0.059333333,2.70892
"1722","LOUISVILLE - WINN DIXIE",1696,0,2.600236
"1723","RICHMOND/NORFOLK - FOOD LION",4487,0.042398909,2.665255
"1724","RICHMOND/NORFOLK - NEW FARM FRESH",2652,0,2.642534
"1725","COLUMBUS,OH - BIG BEAR",1408,0,3.106534
"1726","COLUMBUS,OH - KROGER CO",2568,0.21,2.786994
"1727","LITTLE ROCK - HARVEST FOODS",1638,0.145653514,2.897436
"1728","WICHITA - DILLON COMPANIES",1044,0.303,3.683908
"1729","SOUTH CAROLINA - BI LO",8525,0.296,2.386745
"1730","SOUTH CAROLINA - FOOD LION",2680,0,2.505224
"1731","SOUTH CAROLINA - WINN DIXIE",3550,0,2.386479
"1732","ORLANDO,FL - PUBLIX",4687,0,2.760188
"1733","ORLANDO,FL - WINN DIXIE",4327,0.187570513,2.634851
"1734","ORLANDO,FL - FOOD LION",966,0.043,2.622153
"1735","SYRACUSE - P & C FOOD MARKE",551,0,3.254083
"1736","SYRACUSE - PRICE CHOPPER",458,0.2355,2.665939
"1737","SYRACUSE - WEGMANS",795,0.177333333,3.383648
"1738","NEW ENGLAND (NORTH) - SHOP N SAVE",6669,0.232,2.077373
"1739","SAN ANT/CORPUS CHR - H E BUTT",11886,0.107,3.039795
"1740","BIRMINGHAM/MONTGOM - BRUNOS",10439,0.177858238,2.346393
"1741","BIRMINGHAM/MONTGOM - KROGER",1691,0,2.074512
"1742","BIRMINGHAM/MONTGOM - WINN DIXIE",4045,0,2.30136
"1743","HARRISBURG/SCRANTN - GIANT FOOD STO",1511,0.0775,2.443415
"1744","NEW YORK (NEW) - A & P",2743,0,4.399927
"1745","NEW YORK (NEW) - PATHMARK",53901,0.312107827,2.430326
"1746","NEW YORK (NEW) - WALDBAUMS",1414,0,4.466054
"1747","ROANOKE (NEW) - FOOD LION",2582,0.037299978,3.082881
"1748","ROANOKE (NEW) - KROGER CO",2707,0.024884724,2.765054
"1749","LOS ANGELES - LUCKY",9649,0.0855,3.292362
"1750","LOS ANGELES - RALPHS",5347,0.144,3.053675
"1751","LOS ANGELES - VONS",18077,0.089,2.470875
"1752","CHICAGO - DOMINICK",4786,0.25,3.202883
"1753","CHICAGO - JEWEL",13240,0,3.278625
"1754","CHICAGO - OMNI",3463,0.179,2.692752
"1755","HOUSTON - KROGER CO",6911,0.015116237,2.724352
"1756","HOUSTON - RANDALLS",3139,0,3.666773
"1757","PITTSBURGH - GIANT EAGLE",2664,0.039339517,2.812688
"1758","DETROIT - FARMER JACKS",2969,0.005266026,3.394746
"1759","DETROIT - KROGER CO",5246,0,2.728936
"1760","CLEVELAND - STOP N SHOP",3056,0.018899768,3.035995
"1761","ST. LOUIS - NATIONAL SUPER",1700,0,3.732353
"1762","ST. LOUIS - SCHNUCK MARKETS",4435,0.08,3.32018
"1763","DALLAS/FT. WORTH - ALBERTSONS",2696,0,3.319362
"1764","DALLAS/FT. WORTH - KROGER CO",1624,0,3.733374
"1765","DALLAS/FT. WORTH - TOM THUMB",2515,0,2.653678
"1766","DALLAS/FT. WORTH - WINN DIXIE",1813,0.051505863,2.653613
"1767","BOSTON - SHAWS",3523,0.016598782,2.468635
"1768","BOSTON - STAR MARKET",690,0,3.123188
"1769","BOSTON - STOP & SHOP",1800,0,2.481667
"1770","SAN FRANCISCO - LUCKY",6672,0.081546198,3.710731
"1771","TAMPA/ST. PETE - KASH N KARRY",3344,0,3.152512
"1772","TAMPA/ST. PETE - PUBLIX",3534,0.005734712,3.046972
"1773","TAMPA/ST. PETE - WINN DIXIE",4599,0,2.789954
"1774","DENVER - KING SOOPERS INC",4150,0.0615,3.794699
"1775","PHILADELPHIA - ACME MARKET",3597,0.187030534,3.686405
"1776","ATLANTA - KROGER CO",3089,0,3.419553
"1777","ATLANTA - WINN DIXIE",2506,0,2.57901
"1778","CINCINNATI - KROGER CO",6292,0.172,2.653369
"1779","INDIANAPOLIS - KROGER CO",3722,0.191,2.653412
"1780","OKLAHOMA CITY - HOMELAND",1414,0.027541229,3.445545
"1781","SACRAMENTO - RALEYS",1494,0.172,3.822624
"1782","SAN DIEGO - LUCKY",3250,0.166,3.382154
"1783","SAN DIEGO - RALPHS",1841,0.152,3.052689
"1784","SALT LAKE CITY - SMITHS FOOD",1996,0.529,2.520541
"1785","PHOENIX - SAFEWAY",1185,0.174,3.585654
"1786","PHOENIX - FRY'S FOOD STORE",2564,0,3.453588
"1787","PHOENIX - SMITHS FOOD",1228,0.185,3.320847
"1788","MIAMI - PUBLIX",7078,0.0185945,3.067392
"1789","MIAMI - WINN DIXIE",7150,0,2.527133
"1790","NASHVILLE - KROGER CO",5106,0.207,2.044653
"1791","RALEIGH/GREENSBORO - WINN DIXIE",2338,0.013883533,2.68905
"1792","RALEIGH/GREENSBORO - FOOD LION",4781,0.052581262,2.885798
"1793","ALBANY,NY - PRICE CHOPPER",719,0.0235,3.022253
"1794","BALTI/WASH - GIANT FOOD INC",4361,0,3.789727
"1795","BALTI/WASH - SAFEWAY",2797,0,4.120486
"1796","BALTI/WASH - SUPER FRESH",1114,0,3.779174
"1797","MILWAUKEE - KOHLS FOOD STORE",1426,0,3.04979
"1798","NEW ORLEANS - WINN DIXIE",3761,0.06426615,2.793672
"1799","BUFFALO/ROCHESTER - TOPS MARKETS",2782,0.079333333,3.227894
"1800","BUFFALO/ROCHESTER - WEGMANS",2517,0,3.323401
"1801","CHARLOTTE - BI LO",2008,0.312,2.385956
"1802","CHARLOTTE - HARRIS TEETER",1625,0,2.480615
"1803","CHARLOTTE - WINN DIXIE",2435,0.2895,2.55729
"1804","CHARLOTTE - FOOD LION",3560,0,2.95927
"1805","HARTFORD - STOP & SHOP",1208,0,3.350993
"1806","JACKSONVILLE,FL - PUBLIX",1463,0,2.86056
"1807","JACKSONVILLE,FL - WINN DIXIE",3399,0,2.427184
"1808","JACKSONVILLE,FL - FOOD LION",1251,0.265666667,2.569944
"1809","LOUISVILLE - KROGER CO",2917,0,2.704148
"1810","LOUISVILLE - WINN DIXIE",1650,0,2.600606
"1811","RICHMOND/NORFOLK - FOOD LION",5521,0,2.838435
"1812","RICHMOND/NORFOLK - NEW FARM FRESH",2299,0,2.61418
"1813","COLUMBUS,OH - BIG BEAR",3442,0.1575,2.694945
"1814","COLUMBUS,OH - KROGER CO",2445,0.075,2.786094
"1815","LITTLE ROCK - HARVEST FOODS",1933,0.033408834,2.822038
"1816","WICHITA - DILLON COMPANIES",1047,0.304,3.661891
"1817","SOUTH CAROLINA - BI LO",8760,0.495,2.386644
"1818","SOUTH CAROLINA - FOOD LION",2748,0,2.746725
"1819","SOUTH CAROLINA - WINN DIXIE",3384,0,2.387116
"1820","ORLANDO,FL - PUBLIX",4636,0,2.969154
"1821","ORLANDO,FL - WINN DIXIE",4056,0.119738426,2.736686
"1822","ORLANDO,FL - FOOD LION",946,0.041348528,2.72833
"1823","SYRACUSE - P & C FOOD MARKE",4552,0.188,1.99978
"1824","SYRACUSE - PRICE CHOPPER",578,0,2.764706
"1825","SYRACUSE - WEGMANS",804,0.088621969,3.409204
"1826","NEW ENGLAND (NORTH) - SHOP N SAVE",5888,0.122,2.106658
"1827","SAN ANT/CORPUS CHR - H E BUTT",14166,0.052,3.043767
"1828","BIRMINGHAM/MONTGOM - BRUNOS",10763,0.105329992,2.34535
"1829","BIRMINGHAM/MONTGOM - KROGER",1761,0,2.098807
"1830","BIRMINGHAM/MONTGOM - WINN DIXIE",4771,0.023529313,2.29302
"1831","HARRISBURG/SCRANTN - GIANT FOOD STO",1582,0,2.513906
"1832","NEW YORK (NEW) - A & P",3019,0,4.403114
"1833","NEW YORK (NEW) - PATHMARK",5741,0.105953462,4.386692
"1834","NEW YORK (NEW) - WALDBAUMS",1552,0,4.480026
"1835","ROANOKE (NEW) - FOOD LION",2776,0.037299978,3.065922
"1836","ROANOKE (NEW) - KROGER CO",3146,0.003401579,2.897966
"1837","LOS ANGELES - LUCKY",9345,0.0855,3.290209
"1838","LOS ANGELES - RALPHS",5141,0.144,3.053103
"1839","LOS ANGELES - VONS",10466,0.036,2.756354
"1840","CHICAGO - DOMINICK",5460,0.25,3.238095
"1841","CHICAGO - JEWEL",14437,0.063264801,3.009974
"1842","CHICAGO - OMNI",2403,0,2.667915
"1843","HOUSTON - KROGER CO",5579,0.016,2.817172
"1844","HOUSTON - RANDALLS",3423,0.117666667,3.663161
"1845","PITTSBURGH - GIANT EAGLE",2264,0,3.175795
"1846","DETROIT - FARMER JACKS",3010,0.010893404,3.265116
"1847","DETROIT - KROGER CO",4947,0.07,2.731352
"1848","CLEVELAND - STOP N SHOP",3291,0.043146836,2.821331
"1849","ST. LOUIS - NATIONAL SUPER",1891,0,3.73559
"1850","ST. LOUIS - SCHNUCK MARKETS",4201,0.08,3.319924
"1851","DALLAS/FT. WORTH - ALBERTSONS",2721,0,3.319735
"1852","DALLAS/FT. WORTH - KROGER CO",1345,0,3.732342
"1853","DALLAS/FT. WORTH - TOM THUMB",5895,0.138,2.653435
"1854","DALLAS/FT. WORTH - WINN DIXIE",1628,0.318,2.653563
"1855","BOSTON - SHAWS",3100,0,2.473871
"1856","BOSTON - STAR MARKET",558,0,3.123656
"1857","BOSTON - STOP & SHOP",1935,0,2.569509
"1858","SAN FRANCISCO - LUCKY",5519,0.096109422,3.714622
"1859","TAMPA/ST. PETE - KASH N KARRY",3582,0,3.061418
"1860","TAMPA/ST. PETE - PUBLIX",3895,0.005411867,3.106804
"1861","TAMPA/ST. PETE - WINN DIXIE",4942,0,2.761028
"1862","DENVER - KING SOOPERS INC",5240,0.4205,3.750573
"1863","PHILADELPHIA - ACME MARKET",3025,0.231699746,3.700826
"1864","ATLANTA - KROGER CO",3590,0,3.028691
"1865","ATLANTA - WINN DIXIE",3505,0,2.572325
"1866","CINCINNATI - KROGER CO",5140,0.111,2.653113
"1867","INDIANAPOLIS - KROGER CO",3819,0.191,2.653312
"1868","OKLAHOMA CITY - HOMELAND",1085,0.135,3.453456
"1869","SACRAMENTO - RALEYS",1281,0.2435,3.830601
"1870","SAN DIEGO - LUCKY",3056,0.1665,3.350785
"1871","SAN DIEGO - RALPHS",1875,0.152,3.0528
"1872","SALT LAKE CITY - SMITHS FOOD",1706,0.709,3.186401
"1873","PHOENIX - SAFEWAY",1000,0.174,3.586
"1874","PHOENIX - FRY'S FOOD STORE",2029,0,3.586989
"1875","PHOENIX - SMITHS FOOD",1087,0.393,3.055198
"1876","MIAMI - PUBLIX",8283,0.002614873,3.108173
"1877","MIAMI - WINN DIXIE",7432,0,2.493541
"1878","NASHVILLE - KROGER CO",4284,0.208,2.028011
"1879","RALEIGH/GREENSBORO - WINN DIXIE",2048,0.037604956,2.585938
"1880","RALEIGH/GREENSBORO - FOOD LION",4624,0.112332696,2.921713
"1881","ALBANY,NY - PRICE CHOPPER",465,0,3.148387
"1882","BALTI/WASH - GIANT FOOD INC",4258,0,3.773603
"1883","BALTI/WASH - SAFEWAY",2638,0,4.11865
"1884","BALTI/WASH - SUPER FRESH",1135,0,3.470485
"1885","MILWAUKEE - KOHLS FOOD STORE",1280,0,3.04375
"1886","NEW ORLEANS - WINN DIXIE",3467,0,2.858667
"1887","BUFFALO/ROCHESTER - TOPS MARKETS",2334,0.033,3.241645
"1888","BUFFALO/ROCHESTER - WEGMANS",2362,0,3.316257
"1889","CHARLOTTE - BI LO",2124,0.479,2.387006
"1890","CHARLOTTE - HARRIS TEETER",1916,0.059,2.482777
"1891","CHARLOTTE - WINN DIXIE",2586,0.316926462,2.33372
"1892","CHARLOTTE - FOOD LION",3733,0.018349552,3.012323
"1893","HARTFORD - STOP & SHOP",1483,0,3.372893
"1894","JACKSONVILLE,FL - PUBLIX",1407,0,3.004975
"1895","JACKSONVILLE,FL - WINN DIXIE",3092,0.014524958,2.434347
"1896","JACKSONVILLE,FL - FOOD LION",1073,0.218195837,2.630009
"1897","LOUISVILLE - KROGER CO",2555,0.048987337,2.689628
"1898","LOUISVILLE - WINN DIXIE",1763,0.123,2.600113
"1899","RICHMOND/NORFOLK - FOOD LION",4610,0.062639312,2.98026
"1900","RICHMOND/NORFOLK - NEW FARM FRESH",2301,0,2.658409
"1901","COLUMBUS,OH - BIG BEAR",2436,0.1575,2.768062
"1902","COLUMBUS,OH - KROGER CO",2399,0.075,2.786578
"1903","LITTLE ROCK - HARVEST FOODS",1929,0.031609697,2.762053
"1904","WICHITA - DILLON COMPANIES",1132,0.425,3.573322
"1905","SOUTH CAROLINA - BI LO",10696,0.494,2.386687
"1906","SOUTH CAROLINA - FOOD LION",2611,0,2.937189
"1907","SOUTH CAROLINA - WINN DIXIE",4496,0,2.386788
"1908","ORLANDO,FL - PUBLIX",4546,0,3.087989
"1909","ORLANDO,FL - WINN DIXIE",3984,0.084285311,2.751506
"1910","ORLANDO,FL - FOOD LION",861,0.041635514,2.665505
"1911","SYRACUSE - P & C FOOD MARKE",483,0.189,3.202899
"1912","SYRACUSE - PRICE CHOPPER",366,0,2.713115
"1913","SYRACUSE - WEGMANS",838,0.05175,3.361575
"1914","NEW ENGLAND (NORTH) - SHOP N SAVE",7653,0.229,2.106625
"1915","SAN ANT/CORPUS CHR - H E BUTT",13462,0.052,3.042119
"1916","BIRMINGHAM/MONTGOM - BRUNOS",10871,0.09026072,2.350566
"1917","BIRMINGHAM/MONTGOM - KROGER",1795,0,2.040669
"1918","BIRMINGHAM/MONTGOM - WINN DIXIE",5176,0.04775388,2.304289
